LOC	Chromosome	Start	End	gene.features.locus	Genes	S1	S2	S8	S9	S11	S4	S5	S6	S7	S10	S12	V7
XLOC_000169	chr1	18081807	18153558	chr1:18081807-18153558	ACTL8	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000170	chr1	18392150	18400905	chr1:18392150-18400905	LOC101927876	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000171	chr1	18434239	18704977	chr1:18434239-18704977	IGSF21	0	0	0.118865	0	0	0	0	0	0	0	0	+
XLOC_000172	chr1	18807423	18812480	chr1:18807423-18812480	KLHDC7A	0	0	0	0	0	0.0144205	0.0128223	0	0	0	0	+
XLOC_000173	chr1	18957499	19075360	chr1:18957499-19075360	PAX7	0	0	0	0	0.061148	0	0	0	0	0	0	+
XLOC_000174	chr1	19400619	19590668	chr1:19400619-19590668	MRTO4	13.0528	2.16508	10.3026	2.31647	2.14442	4.22318	11.3326	1.83233	3.89929	3.76253	3.64706	+
XLOC_000175	chr1	19638699	19814348	chr1:19638699-19814348	PQLC2	8.18919	3.95609	6.95396	3.48657	5.83579	4.01851	6.00085	4.03486	4.47425	3.44685	4.78335	+
XLOC_000176	chr1	19923470	19984949	chr1:19923470-19984949	MINOS1,MINOS1-NBL1,NBL1	14.4866	4.19827	9.41562	3.02673	6.16882	5.00285	12.486	8.0682	6.37561	3.90598	3.88184	+
XLOC_000177	chr1	19923470	19984949	chr1:19923470-19984949	RPS14P3	0.494364	1.72673	0.949416	1.17012	2.94791	1.9047	0.121105	2.65999	0.983806	1.41629	1.88246	+
XLOC_000178	chr1	19991779	20126944	chr1:19991779-20126944	HTR6	0	0.295457	0.0390133	0.532804	0.508445	0.204007	0.337397	0.635978	0.0312356	0.556123	0.931267	+
XLOC_000179	chr1	20208855	20239440	chr1:20208855-20239440	OTUD3	0.424808	3.90673	1.49256	4.45963	3.76121	4.19023	0.738274	3.95118	3.02129	5.0804	3.21081	+
XLOC_000180	chr1	20396700	20418394	chr1:20396700-20418394	PLA2G5	0	0	0	0	0.129266	0	0	0	0	0	0	+
XLOC_000181	chr1	20465822	20476879	chr1:20465822-20476879	PLA2G2F	0	0	0	0	0	0	0	0.311761	0	0.0207987	0	+
XLOC_000182	chr1	20510735	20522541	chr1:20510735-20522541	UBXN10	1.37268	0.690999	1.31675	0.876313	0.275555	0.149413	1.53045	1.85524	0.92671	0.339603	0	+
XLOC_000183	chr1	20617411	20681387	chr1:20617411-20681387	VWA5B1	0	0	0	0	0	0	0.0142157	0	0	0	0	+
XLOC_000184	chr1	20878931	20881513	chr1:20878931-20881513	FAM43B	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000185	chr1	20915440	20945400	chr1:20915440-20945400	CDA	10.7256	7.48118	126.974	0.40029	0	7.71143	10.7949	7.2635	5.08086	0.215282	0	+
XLOC_000186	chr1	20959858	20988037	chr1:20959858-20988037	MIR6084,PINK1	10.8346	4.2527	19.1952	1.96359	4.4149	3.48716	9.28492	6.21334	5.61893	3.31992	5.49022	+
XLOC_000187	chr1	21543739	21672034	chr1:21543739-21672034	LOC100506801	0.636905	0.78825	0.345422	1.07364	1.3968	0.872339	1.6348	1.53069	0.519062	1.36026	2.48318	+
XLOC_000188	chr1	21766422	21811393	chr1:21766422-21811393	NBPF3	0	5.02949	1.20743	0.368875	0.133588	2.10763	1.65803	0.369303	1.74712	4.62383	1.99686	+
XLOC_000189	chr1	21835857	21904905	chr1:21835857-21904905	ALPL	2.10585	1.83125	5.17467	0.148613	0	1.93814	0.168866	2.8025	6.4362	0	0	+
XLOC_000190	chr1	22138757	22263790	chr1:22138757-22263790	LDLRAD2	0.592057	0.275164	0.198397	1.74488	0.167961	2.13954	0.269795	0.363231	0.812456	2.89628	2.58891	+
XLOC_000191	chr1	22138757	22263790	chr1:22138757-22263790	HSPG2	0.197168	0.165102	0.0931453	1.3257	0.824619	1.02721	0.478653	1.20125	0.0375437	2.06311	1.04032	+
XLOC_000192	chr1	22303417	22315847	chr1:22303417-22315847	CELA3B	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000193	chr1	22328148	22339035	chr1:22328148-22339035	CELA3A	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000194	chr1	22350486	22357717	chr1:22350486-22357717	LINC00339	3.06798	7.31833	6.7897	19.7749	7.16233	10.8927	9.64082	20.6783	10.6443	20.6747	12.9885	+
XLOC_000195	chr1	22378660	22420780	chr1:22378660-22420780	CDC42	130.25	129.8	136.056	124.462	91.4978	197.02	198.652	96.395	188.605	117.039	91.117	+
XLOC_000196	chr1	22592731	22592793	chr1:22592731-22592793	MIR4418	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000197	chr1	22778337	22857650	chr1:22778337-22857650	ZBTB40	3.65575	14.041	4.88021	11.9824	14.9454	17.6182	2.81942	6.47568	13.0469	11.411	14.2872	+
XLOC_000198	chr1	22890003	22930087	chr1:22890003-22930087	EPHA8	0	0.0288906	0	0	0	0	0	0.224448	0	0	0	+
XLOC_000199	chr1	22963117	22966175	chr1:22963117-22966175	C1QA	12.1406	0.813715	3.88424	0	0.130583	0.627581	2.62552	0.218168	0.551944	0.128605	0.137864	+
XLOC_000200	chr1	22970117	22974603	chr1:22970117-22974603	C1QC	0.239356	0.277587	2.42661	0	0	0.118337	0.0657133	0	0.148268	0	0	+
XLOC_000201	chr1	22979681	22988029	chr1:22979681-22988029	C1QB	3.63459	0.161302	3.20542	0	0	0.520303	0.805954	0	0.364638	0.0793625	0	+
XLOC_000202	chr1	23037330	23247993	chr1:23037330-23247993	EPHB2	0.239085	0.176329	0.0793401	0	0	0.136547	0.0816383	0	0.0599378	0.0057701	0	+
XLOC_000203	chr1	23037330	23247993	chr1:23037330-23247993	MIR4684	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000204	chr1	23345897	23495351	chr1:23345897-23495351	KDM1A	8.41199	11.2771	11.0786	10.9183	7.3584	10.7341	13.557	6.16195	12.5805	9.95476	8.92107	+
XLOC_000205	chr1	23345897	23495351	chr1:23345897-23495351	MIR3115	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000206	chr1	23684981	23698330	chr1:23684981-23698330	ZNF436-AS1	0.139691	1.04997	0.26563	0.539178	0.336539	0.377163	0.0617965	1.22919	0.470951	1.82553	0.167726	+
XLOC_000207	chr1	23832835	23857819	chr1:23832835-23857819	LOC101928163	0	0.0617361	0.097582	0	0	0	0	0	0	0	0.0973104	+
XLOC_000208	chr1	23952879	23973256	chr1:23952879-23973256	MDS2	1.799	4.47855	0.478515	1.0455	0.199273	2.09238	6.50453	0.506698	2.21101	5.94284	2.44208	+
XLOC_000209	chr1	24018268	24029938	chr1:24018268-24029938	RPL11	3763	661.49	1840.86	785.383	1078.69	2053.79	3402.55	1249.77	1575.41	746.17	1174.08	+
XLOC_000210	chr1	24069656	24104810	chr1:24069656-24104810	TCEB3	8.82252	4.56315	8.07654	6.9701	6.03713	8.01672	7.84843	4.99136	4.79824	8.43454	4.70463	+
XLOC_000211	chr1	24104866	24116327	chr1:24104866-24116327	PITHD1	11.9074	10.1518	26.7092	15.4505	9.30206	26.3699	17.0071	20.7561	23.4136	15.1021	13.0426	+
XLOC_000212	chr1	24117019	24127294	chr1:24117019-24127294	LYPLA2	58.9636	11.8607	50.5448	12.7347	11.788	12.6551	52.4221	11.0747	16.3428	14.2516	13.7751	+
XLOC_000213	chr1	24255559	24255637	chr1:24255559-24255637	MIR378F	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000214	chr1	24285306	24306953	chr1:24285306-24306953	PNRC2	82.8496	47.2947	62.1043	85.0047	63.2417	101.072	145.689	90.1231	52.5497	59.1117	56.0454	+
XLOC_000215	chr1	24526729	24538180	chr1:24526729-24538180	LOC284632	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000216	chr1	24645811	24741587	chr1:24645811-24741587	GRHL3	0	0.0256396	0	0	0	0	0	0	0	0	0	+
XLOC_000217	chr1	24742244	24803323	chr1:24742244-24803323	NIPAL3	3.71088	9.55738	6.40851	7.25223	6.63697	7.31037	11.8302	4.96741	7.09611	10.9512	8.33495	+
XLOC_000218	chr1	24822822	24882515	chr1:24822822-24882515	RCAN3	5.23185	16.295	5.27487	10.0689	3.52366	11.7772	13.0046	8.30913	6.80346	12.3433	5.38384	+
XLOC_000219	chr1	24882566	24935818	chr1:24882566-24935818	NCMAP	0	0.053616	0	0	0.0226504	0	0	0	0	0.059457	0.0261602	+
XLOC_000220	chr1	24969593	25001728	chr1:24969593-25001728	SRRM1	4.94453	26.7333	8.94562	25.5445	26.7656	30.1111	5.693	30.9087	20.1828	26.1077	20.9645	+
XLOC_000221	chr1	25071759	25170815	chr1:25071759-25170815	CLIC4	48.0609	27.2388	18.7286	20.5297	15.0401	12.616	51.7343	9.72348	32.4	27.4928	21.847	+
XLOC_000222	chr1	25224883	25291660	chr1:25224883-25291660	RUNX3	0.0518572	0.209894	0.0427851	0.608695	0.33746	0.572538	0.166672	0.0819782	0.624396	0	0.152045	+
XLOC_000223	chr1	25349173	25353427	chr1:25349173-25353427	MIR4425	0	0.0140045	0	0.0181223	0.195292	0.027483	0.0334614	1.36785	0.111008	0	0	+
XLOC_000224	chr1	25562863	25747363	chr1:25562863-25747363	RHD,TMEM50A	95.9577	18.7348	105.788	20.5021	19.5109	36.5997	106.343	21.6422	27.5406	23.1553	21.6184	+
XLOC_000225	chr1	25757348	25827284	chr1:25757348-25827284	TMEM57	7.06124	8.1389	8.97951	9.33156	10.0023	9.97449	10.5452	19.0886	5.28682	6.63926	7.10359	+
XLOC_000226	chr1	25870074	25918204	chr1:25870074-25918204	LDLRAP1	28.1336	10.5226	16.3976	10.3088	6.18935	10.2899	37.9996	7.33851	7.28181	13.5029	8.20385	+
XLOC_000227	chr1	25943517	26113704	chr1:25943517-26113704	MAN1C1	1.01749	3.46957	0.880809	0.235823	0.240918	1.18037	1.11	1.89433	0.508597	1.22607	0.217943	+
XLOC_000228	chr1	26126666	26145567	chr1:26126666-26145567	SEPN1	5.18018	5.96301	9.5201	3.3653	5.02769	6.50086	3.70582	7.49934	4.43175	2.78684	6.37705	+
XLOC_000229	chr1	26146396	26185949	chr1:26146396-26185949	MTFR1L	19.5373	7.39046	14.513	6.32125	7.18785	9.18864	18.2137	4.57126	11.6612	4.89606	4.63611	+
XLOC_000230	chr1	26348270	26362954	chr1:26348270-26362954	EXTL1	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000231	chr1	26437655	26452039	chr1:26437655-26452039	PDIK1L	1.38497	3.06961	3.4948	3.92136	3.72869	3.69435	1.5926	1.5443	1.71047	3.19041	2.45011	+
XLOC_000232	chr1	26485510	26489119	chr1:26485510-26489119	FAM110D	0	0	0.35479	0	0	0	0	0	0	0	0	+
XLOC_000233	chr1	26496358	26498213	chr1:26496358-26498213	ZNF593	18.5275	0.939702	15.0527	3.92653	4.71448	6.62797	27.8317	11.9645	6.79585	5.57417	22.6652	+
XLOC_000234	chr1	26503980	26516376	chr1:26503980-26516376	CNKSR1	0.279604	0.278033	0.200102	0.194394	0	0.21378	0.0736492	0.0813781	0.200465	0.418221	0.0462188	+
XLOC_000235	chr1	26517118	26529033	chr1:26517118-26529033	CATSPER4	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000236	chr1	26551810	26556331	chr1:26551810-26556331	LOC101928303	0	0	0.108445	0	0	0.0828912	0	0	0.0639655	0.0708828	0.116225	+
XLOC_000237	chr1	26560643	26608015	chr1:26560643-26608015	CEP85,SH3BGRL3	429.828	65.3204	300.21	59.5509	65.8532	149.697	381.858	112.598	146.827	49.5912	53.1206	+
XLOC_000238	chr1	26608772	26647014	chr1:26608772-26647014	CD52	7223.47	422.341	1527.08	633.433	1406.86	1028.56	4774.77	547.659	1253.03	604.924	838.154	+
XLOC_000239	chr1	26737268	26756219	chr1:26737268-26756219	LIN28A	0	0.157619	0.0300108	0.222107	0.0922272	0.100618	0	0.156383	0.0423916	0.172573	0.0794481	+
XLOC_000240	chr1	26758772	26805017	chr1:26758772-26805017	DHDDS,HMGN2	157.257	85.6125	432.67	81.7726	74.3405	144.975	195.944	84.203	144.447	109.897	81.6582	+
XLOC_000241	chr1	26856248	26901520	chr1:26856248-26901520	RPS6KA1	52.579	15.5399	64.9358	18.154	11.6472	19.0455	61.8385	12.7081	20.3214	14.7212	12.3453	+
XLOC_000242	chr1	26856248	26901520	chr1:26856248-26901520	MIR1976	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000243	chr1	27022011	27108601	chr1:27022011-27108601	ARID1A	5.58594	22.7057	12.1971	31.2704	28.545	21.3671	7.0818	20.1927	24.7332	24.2689	23.3791	+
XLOC_000244	chr1	27112894	27184016	chr1:27112894-27184016	PIGV,ZDHHC18	25.8072	12.2701	36.5534	9.78119	13.7711	20.995	22.547	23.8629	27.2507	10.8896	12.4959	+
XLOC_000245	chr1	27189632	27190947	chr1:27189632-27190947	SFN	1.0623	0	0	0.225307	0.224008	0.475386	0.0554722	0.638964	0.624256	0.165146	0.117967	+
XLOC_000246	chr1	27248212	27274206	chr1:27248212-27274206	NUDC	40.6089	6.72878	26.9909	10.4231	9.23912	15.9927	32.5325	14.254	16.8133	10.2174	9.60471	+
XLOC_000247	chr1	27320194	27327377	chr1:27320194-27327377	TRNP1	0.405509	0.310136	0.0658797	0	0	0.0789287	0.131326	0	0.0431183	0	0	+
XLOC_000248	chr1	27561006	27642850	chr1:27561006-27642850	WDTC1	28.0384	12.7922	30.7962	14.3257	15.3531	12.4569	18.7133	12.9583	19.6267	16.3577	14.3725	+
XLOC_000249	chr1	27648635	27662914	chr1:27648635-27662914	ACTG1P20,TMEM222	36.4974	9.66728	24.0861	10.1576	13.4392	17.1199	22.7744	13.2614	15.6117	9.09655	14.8762	+
XLOC_000250	chr1	27667332	27680423	chr1:27667332-27680423	SYTL1	88.7198	45.4169	82.4867	59.3115	105.197	51.4015	81.6654	44.4014	68.0915	45.1955	50.3441	+
XLOC_000251	chr1	27681123	27693357	chr1:27681123-27693357	MAP3K6	0	0.550763	0	0.0777792	0.0999816	0	0.0638979	0.0999768	0	0	0.108136	+
XLOC_000252	chr1	27719147	27817077	chr1:27719147-27817077	GPR3	0.0720397	0.970287	0.156684	1.67564	1.01994	1.49858	0.0901768	1.82024	1.98686	1.42571	2.3022	+
XLOC_000253	chr1	27841662	27930644	chr1:27841662-27930644	AHDC1	0.123989	0.259311	0.109159	0.584293	0.999557	0.581082	0.136966	1.44434	0.184017	0.387851	2.12148	+
XLOC_000254	chr1	28052462	28089623	chr1:28052462-28089623	FAM76A	1.59727	4.59663	1.50772	4.4804	4.17131	4.49951	1.27078	4.30289	5.71236	5.32143	3.21018	+
XLOC_000255	chr1	28099554	28151733	chr1:28099554-28151733	STX12	24.1022	12.608	12.2356	10.5047	9.53658	17.8028	17.9479	18.3611	16.1821	10.7542	7.73001	+
XLOC_000256	chr1	28157251	28178672	chr1:28157251-28178672	PPP1R8	33.4276	6.18304	24.4019	8.2817	8.40535	17.6354	34.5021	7.75377	12.4699	12.2486	6.41687	+
XLOC_000257	chr1	28157251	28178672	chr1:28157251-28178672	SCARNA1	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000258	chr1	28199006	28241504	chr1:28199006-28241504	THEMIS2	124.394	36.7679	43.9867	28.187	72.0953	50.2418	105.25	108.88	70.991	15.6304	21.7084	+
XLOC_000259	chr1	28261465	28285668	chr1:28261465-28285668	SMPDL3B	0.0747548	0.127669	1.26663	0	0	0.0250135	0.0441829	0.120386	0.0380053	0	0	+
XLOC_000260	chr1	28285972	28296092	chr1:28285972-28296092	XKR8	7.78216	3.66594	10.0096	1.88212	1.37368	1.95435	11.7751	1.58986	3.76056	2.67171	2.98849	+
XLOC_000261	chr1	28561653	28574191	chr1:28561653-28574191	ATPIF1	120.374	30.5484	178.417	40.9546	71.7861	76.4314	141.37	46.4814	92.2174	47.4497	72.7037	+
XLOC_000262	chr1	28585962	28609002	chr1:28585962-28609002	SESN2	8.57792	0.710309	5.39135	0.680099	2.61849	1.55276	5.16717	4.6509	1.59443	0.707308	0.630195	+
XLOC_000263	chr1	28655512	28663100	chr1:28655512-28663100	MED18	5.41545	1.67591	5.37059	4.61461	1.25963	3.10873	8.97176	5.03051	1.43912	5.2805	2.49821	+
XLOC_000264	chr1	28695980	28826881	chr1:28695980-28826881	PHACTR4	3.57038	8.70361	3.29585	6.04554	6.87048	9.78344	4.37998	8.00109	7.95527	6.67987	5.83915	+
XLOC_000265	chr1	28832454	28866056	chr1:28832454-28866056	RCC1,SNHG3,SNORA73B	33.3539	78.8693	27.8436	16.7499	15.6827	58.9419	14.9709	967.558	28.9982	20.3493	264.609	+
XLOC_000266	chr1	28879510	28908414	chr1:28879510-28908414	TRNAU1AP	10.6463	3.75231	14.7089	4.40427	5.24959	6.1997	11.2875	6.4662	5.93087	5.13377	5.4903	+
XLOC_000267	chr1	28918711	28921088	chr1:28918711-28921088	RAB42	0	0	0.454625	0.201078	0	0.0435103	0	0	0	0	0.271609	+
XLOC_000268	chr1	28975036	28976626	chr1:28975036-28976626	RNU11	0	0	0.0819236	0	0.826275	0	0.0638502	3.19137	0	0.186938	1.36357	+
XLOC_000269	chr1	28995239	29047591	chr1:28995239-29047591	GMEB1	2.23341	3.63631	3.35183	4.33326	4.61419	4.39848	2.61691	4.93438	4.36422	4.69779	4.1495	+
XLOC_000270	chr1	29063132	29096287	chr1:29063132-29096287	YTHDF2	35.0982	12.871	23.806	16.1632	18.3172	22.6609	38.7237	16.0524	19.5869	15.969	19.1724	+
XLOC_000271	chr1	29138653	29190208	chr1:29138653-29190208	OPRD1	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000272	chr1	29213602	29450421	chr1:29213602-29450421	EPB41	43.1613	35.2074	58.5884	60.9347	35.1908	45.8448	72.6218	35.561	45.5695	53.8367	25.2283	+
XLOC_000273	chr1	29563027	29653325	chr1:29563027-29653325	PTPRU	0	0.0255389	0.0399461	0.0502567	0	0.0424625	0	0.0625182	0	0.0123786	0	+
XLOC_000274	chr1	31183063	31230902	chr1:31183063-31230902	MATN1-AS1	0.662232	2.0505	0.598873	3.8877	5.11378	7.83029	0.3052	12.6059	7.27535	4.64573	7.54864	+
XLOC_000275	chr1	31769828	31845923	chr1:31769828-31845923	ZCCHC17	45.0266	4.7283	30.5401	6.0639	5.09208	6.95322	35.6648	6.57603	9.44092	6.24134	4.97035	+
XLOC_000276	chr1	31882411	31907527	chr1:31882411-31907527	SERINC2	0.392119	0.574061	3.59849	0.187948	0	0.542623	0.476493	0.309033	0.258166	0	0.0993501	+
XLOC_000277	chr1	31971838	31974167	chr1:31971838-31974167	LINC01225	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000278	chr1	31984035	31989846	chr1:31984035-31989846	LINC01226	0	0	0.043755	0.0627377	0.0315872	0.0466319	0	0	0.0401443	0	0	+
XLOC_000279	chr1	32042085	32053287	chr1:32042085-32053287	TINAGL1	0	0	0	0	0	0	0	0	0.0455107	0.0427092	0	+
XLOC_000280	chr1	32083300	32092919	chr1:32083300-32092919	HCRTR1	0	0	0	0	0.087702	0	0	0.376033	0	0.133141	0	+
XLOC_000281	chr1	32479103	32531382	chr1:32479103-32531382	KHDRBS1	92.992	29.4616	60.9686	40.0342	39.481	40.2696	81.3058	34.3972	55.5703	36.6865	32.4262	+
XLOC_000282	chr1	32538006	32568687	chr1:32538006-32568687	TMEM39B	19.3326	4.4131	10.6749	5.98241	4.88695	5.88475	11.7717	5.15483	6.03771	4.84383	4.47745	+
XLOC_000283	chr1	32538006	32568687	chr1:32538006-32568687	MIR5585	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000284	chr1	32573640	32687932	chr1:32573640-32687932	CCDC28B,DCDC2B,IQCC,KPNA6,TXLNA	14.4446	18.103	19.1022	25.6241	19.9818	19.549	12.9271	16.5593	20.416	27.6613	20.4424	+
XLOC_000285	chr1	32687970	32709543	chr1:32687970-32709543	EIF3I	174.343	17.3397	117.05	22.0196	26.8357	36.38	164.069	29.4318	51.5482	27.2091	24.3297	+
XLOC_000286	chr1	32712817	32714461	chr1:32712817-32714461	FAM167B	0	0	0.489935	0.589518	0.643754	0.492243	0.451501	0.584774	0.48704	0.724316	0.701454	+
XLOC_000287	chr1	32716839	32751768	chr1:32716839-32751768	LCK	91.3335	17.7321	43.8734	19.6476	13.5478	26.9832	133.477	31.3205	31.2461	24.5772	15.815	+
XLOC_000288	chr1	32757593	32799281	chr1:32757593-32799281	HDAC1	125.679	43.01	72.7919	60.755	43.8105	57.6164	81.6366	26.687	85.0825	54.3822	41.0533	+
XLOC_000289	chr1	32817218	32860113	chr1:32817218-32860113	TSSK3	0.849365	5.10947	3.16848	4.0779	5.62443	8.50897	0.856144	4.45198	5.99356	4.75853	5.78977	+
XLOC_000290	chr1	32930657	32953459	chr1:32930657-32953459	ZBTB8B	0	0	0	0	0	0.0113336	0	0	0	0	0	+
XLOC_000291	chr1	33004745	33071551	chr1:33004745-33071551	ZBTB8A	0.0377191	0.220446	0.197156	0.370632	0.33725	0.094224	0.0260223	0.210043	0.0588527	0.34758	0.195828	+
XLOC_000292	chr1	33086069	33116631	chr1:33086069-33116631	ZBTB8OS	0.625382	3.07477	0.347809	2.70443	3.30657	4.05661	0.287966	4.05365	2.31292	4.58237	2.99272	+
XLOC_000293	chr1	33086069	33116631	chr1:33086069-33116631	ZBTB8OS	0.0794411	1.66616	0.213237	1.7352	1.17868	0.97159	0.143516	2.11304	0.955744	2.33748	1.94535	+
XLOC_000294	chr1	33086069	33116631	chr1:33086069-33116631	ZBTB8OS	0.0841835	1.80426	0.0899448	1.43491	1.34571	0.627257	0.0388429	2.52661	0.60988	2.19405	1.67908	+
XLOC_000295	chr1	33086069	33116631	chr1:33086069-33116631	ZBTB8OS	0	2.02677	0.185343	1.44044	3.10788	0.405749	0	4.66785	0.224166	2.27812	1.59674	+
XLOC_000296	chr1	33116748	33168361	chr1:33116748-33168361	RBBP4	3.44419	11.3147	7.00596	12.0045	8.91734	12.1985	6.08619	7.45021	9.67235	15.2353	8.07135	+
XLOC_000297	chr1	33207511	33240571	chr1:33207511-33240571	KIAA1522	0.0260357	0.279366	1.12873	0.244912	0.0794824	0.234037	0.144965	0.398035	0.0794349	0.0130488	0.0891248	+
XLOC_000298	chr1	33240789	33325930	chr1:33240789-33325930	S100PBP	10.663	13.7467	6.8125	13.8292	9.52079	11.9118	17.2418	9.1991	8.63858	10.5761	11.3776	+
XLOC_000299	chr1	33352097	33366953	chr1:33352097-33366953	HPCA	0	0.292681	0	0	0.0976344	0.0311371	0.0550681	0.0988558	0	0	0.104441	+
XLOC_000300	chr1	33546713	33586170	chr1:33546713-33586170	AZIN2	0.772525	0.509242	0.157611	0.294738	0.0536329	0.926125	0.324005	0.136829	0.350698	0.335677	0.152814	+
XLOC_000301	chr1	33587764	33601985	chr1:33587764-33601985	NA	0.113125	0.696459	0.0926729	0.470535	0.354674	0.099895	0	0.215144	0.126441	1.31106	0.381102	+
XLOC_000302	chr1	33602637	33647680	chr1:33602637-33647680	NA	0	0.0423437	0.0213249	0.0236533	0	0	0	0	0.0404084	0.41525	0.0535783	+
XLOC_000303	chr1	33602637	33647680	chr1:33602637-33647680	TRIM62	0.0191064	0.994119	0.0935796	0.408028	1.14812	0.740888	0.0339107	0.620365	0.319192	0.637911	1.36535	+
XLOC_000304	chr1	33722046	33766344	chr1:33722046-33766344	ZNF362	2.36906	4.50719	2.30915	2.91074	5.7436	5.18374	4.00589	4.81876	3.96888	4.73505	7.21808	+
XLOC_000305	chr1	33789002	33841194	chr1:33789002-33841194	LOC101929464	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000306	chr1	33938231	33961995	chr1:33938231-33961995	ZSCAN20	0	0.0777876	0.330756	0.278986	0.390065	0.114842	0.0996631	0.0440797	0.0961897	0.57979	0.232942	+
XLOC_000307	chr1	33979598	34631443	chr1:33979598-34631443	HMGB4	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000308	chr1	33979598	34631443	chr1:33979598-34631443	CSMD2-AS1	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000309	chr1	34632483	34684731	chr1:34632483-34684731	C1orf94	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000310	chr1	35220647	35224113	chr1:35220647-35224113	GJB5	0	0	0.0992652	0	0	0	0	0	0.0550123	0	0	+
XLOC_000311	chr1	35225341	35229325	chr1:35225341-35229325	GJB4	0	0	0.0433088	0	0	0.0297971	0	0	0	0	0	+
XLOC_000312	chr1	35246789	35251967	chr1:35246789-35251967	GJB3	0	0.0353848	0	0	0	0	0	0	0.0393299	0.342695	0	+
XLOC_000313	chr1	35258598	35261348	chr1:35258598-35261348	GJA4	0	0	1.48223	0.271106	0	0	0	0	0.0510122	0.149852	0	+
XLOC_000314	chr1	35525386	35583241	chr1:35525386-35583241	ZMYM1	0.778539	3.71936	1.8909	5.27197	2.8267	1.52613	1.76336	2.46623	1.92249	6.96705	2.40262	+
XLOC_000315	chr1	35734082	35890821	chr1:35734082-35890821	ZMYM4	6.32977	5.86265	5.94915	6.11777	5.3341	4.66092	9.09823	4.67285	4.19374	6.21067	4.17757	+
XLOC_000316	chr1	35891134	36107445	chr1:35891134-36107445	NCDN,TFAP2E	3.88247	3.33146	4.67314	5.18351	4.60798	4.63162	4.20062	3.12409	4.57869	7.08633	4.45279	+
XLOC_000317	chr1	36273213	36324024	chr1:36273213-36324024	AGO4	5.11921	12.8429	9.3684	6.57267	4.49863	10.4636	3.55064	6.14897	13.3657	7.09006	7.20516	+
XLOC_000318	chr1	36348560	36538192	chr1:36348560-36538192	AGO1,AGO3	2.89445	10.2811	4.92792	9.41736	8.51586	5.5995	2.87714	7.63457	6.1945	8.61633	6.4281	+
XLOC_000319	chr1	36549675	36553876	chr1:36549675-36553876	TEKT2	0	0.0405948	0	0.0520748	0	0.0473875	0.0407779	0	0	0	0.07012	+
XLOC_000320	chr1	36554241	36560524	chr1:36554241-36560524	ADPRHL2	18.9363	2.80161	12.8398	2.83337	4.64788	6.86079	21.2344	7.49529	5.83193	5.50907	7.32996	+
XLOC_000321	chr1	36602169	36646451	chr1:36602169-36646451	MAP7D1	26.3237	15.0288	18.2756	11.0037	17.0914	22.8197	21.0756	20.2656	20.5803	9.2477	8.64045	+
XLOC_000322	chr1	36689951	36770957	chr1:36689951-36770957	THRAP3	13.0061	34.886	16.5836	54.8366	42.8436	40.9883	13.9566	39.745	38.3139	60.8958	42.0413	+
XLOC_000323	chr1	36771717	36796334	chr1:36771717-36796334	SH3D21	9.1271	3.37185	0.860431	1.01032	6.88878	6.80309	5.24114	11.6972	29.4604	7.94044	5.29237	+
XLOC_000324	chr1	37618945	37724542	chr1:37618945-37724542	MIR4255	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000325	chr1	37940118	37949993	chr1:37940118-37949993	MIR6732,ZC3H12A	2.45834	8.8311	3.34009	6.96491	7.38063	24.4636	2.78948	41.2688	6.52387	8.32716	9.47918	+
XLOC_000326	chr1	38022519	38061586	chr1:38022519-38061586	DNALI1	1.12068	0.128596	0.0863974	0.131615	0.375411	0.264544	0.21606	0.178835	0.0211192	0.169502	0.155918	+
XLOC_000327	chr1	38022519	38061586	chr1:38022519-38061586	GNL2	0.0560092	1.31123	0.40597	1.15187	1.63214	1.61821	0.142475	1.97825	0.86734	1.77075	1.52775	+
XLOC_000328	chr1	38158072	38175391	chr1:38158072-38175391	CDCA8	1.60469	0.163518	15.0973	0.41191	0.183394	0.196927	1.23801	0.0948011	0.222208	0.379682	0.12472	+
